table_id,document_id,file,chars,lines,preview
T00558,1994_Measuring_Wealth,table_6.4_basic_mapping.md,3140,92,# Table 6.4: Our basic mapping between Marxian and IO-NIPA categories  **Location**: Page 174; Chapter 6 **Type**: Definitional table showing fundamen
T00559,1994_Measuring_Wealth,table_6.5_mage_comparison.md,5089,155,# Table 6.5: Comparison between our mapping and Mage's  **Location**: Page 176; Chapter 6 **Type**: Comparative table showing methodological differenc
T00560,1994_Measuring_Wealth,table_6.6_greece_comparison.md,6309,174,# Table 6.6: Rates of surplus value in Greece; selected years  **Location**: Page 190; Chapter 6 **Type**: Comparison table **Sources**: Papadimitriou
T00561,1994_Measuring_Wealth,table_6.7_money_labor_value.md,5302,147,# Table 6.7: Money and labor value measures - Revenue side  **Location**: Page 192; Chapter 6 **Type**: Comparison table (reproduction of Table 4.1) *
T00562,1994_Measuring_Wealth,table_6.8_japan_estimates.csv,137,6,Study;1951;1975;1980 Okishio (1959);0.929;; Okishio (corrected);1.128;; Izumi (1980/1983);0.43;2.05; Okishio and Nakatani (1985);;;1.344 
T00563,1994_Measuring_Wealth,table_6.9_izumi_khanjian.csv,267,7,Country_Study;1958_1960;1963_1965;1967;1970_1972;1975_1977 Izumi: South Korea;;;; 0.92;1.38 Izumi: Japan;1.24;1.57;;1.70;2.05 Izumi: United States;1.7
T00564,1994_Measuring_Wealth,table_6.10_wolff_comparison.csv,218,6,Study;1947;1958;1963;1967;1972;1977 Wolff (1987): S/V;2.11;2.60;2.72;2.72;2.37;2.27 Wolff (1977): S/V;2.25;2.67;2.80;3.07;; Khanjian (1988): S/V;;2.64
T00565,1994_Measuring_Wealth,table_6.11_surplus_comparison.csv,864,25,Year;S* (Real);Stanfield Econ Surplus;Phillips Econ Surplus;Stanfield Ratio;Phillips Ratio 1948;635.62;544.09;528.23;0.86;0.83 1949;632.69;525.49;568.
T00566,1994_Measuring_Wealth,table_A.1_sector_mapping.md,5389,127,# Table A.1: Mapping between sectors of the original 1972 85-order table and the final 82×88 IO tables  | Original IO Sector | Sector Name | Final Tab
T00567,1994_Measuring_Wealth,table_B.3_ground_rent_proportion_calculation.md,7467,185,# Table B.3: Calculation of Proportion of Ground Rent in Real Estate (g); Benchmark Years  **Source**: Measuring the Wealth of Nations (1994); pages 2
T00568,2001_Cronin_New_Zealand,tables.csv,1678,53,"table_number;page;title;data Table 1;11;NZSNA in classical categories ($m);""Year;Gross output;Total value;Constant capital;Variable capital;Surplus va"
T00569,2011_Paitaridis_Tsoulfidis,tables_1_and_A.md,21863,704,"# Table Descriptions - 2011 Paitaridis & Tsoulfidis  **Source**: Paitaridis; D.; & Tsoulfidis; L. (2011). ""The Growth of Unproductive Activities; the "
T00570,2017_Moos_NSW_21st_Century,table_descriptions.md,19239,582,"# Table Descriptions - 2017 Moos NSW in 21st Century  **Source**: Moos; Katherine A. (2017). ""Neoliberal Redistributive Policy: The U.S. Net Social Wa"
T00571,2022_Karabacak_Tonak_NSW_Turkey,table_descriptions.md,17842,469,# Table Descriptions - 2022 Karabacak & Tonak NSW Turkey Study  **Source**: Karabacak; Z.; & Tonak; E. A. (2022). The Net Social Wage in Turkey; 1980–
T00572,2024_Savran_Tonak_Tracks_Marx_Capital,table_001_list_of_figures.csv,2139,36,Chapter;Figure_Number;Figure_Title;Page_Number 5;1;Classification of human economic activities;92 5;2;Classification of labour under capitalism;103 5;
T00573,2024_Savran_Tonak_Tracks_Marx_Capital,table_002_list_of_tables.csv,847,17,Chapter;Table_Number;Table_Title;Page_Number 8;1;The transfer of public land to capitalist firms;169 8;2;Capitalist development of the land;169 8;3;Pr
T00574,2024_Savran_Tonak_Tracks_Marx_Capital,table_003_toc_part_iii.csv,2615,25,Chapter_Number;Chapter_Title;Authors;Section_Number;Section_Title;Page_Number 10;The Net Social Wage in Turkey 1980–2019;Yakup Karabacak and E. Ahmet 
T00575,2024_Savran_Tonak_Tracks_Marx_Capital,table_004_toc_part_iv.csv,7039,65,Chapter_Number;Chapter_Title;Authors;Section_Number;Section_Title;Page_Number 13;Lean Production and Flexibility: The Highest Stage of Taylorism;Sungu
T00576,2024_Savran_Tonak_Tracks_Marx_Capital,table_01_list_of_tables_page_xxxiv.csv,172,4,Chapter;Table_Number;Table_Title;Page_Number Chapter 14;Table 1;Comparative rates of surplus-value;329 Chapter 17;Table 1;The Wolfstetter condition fo
T00577,2024_Savran_Tonak_Tracks_Marx_Capital,references.csv,1736,19,Author;Year;Title;Publisher;Volume;Pages_Cited;Type Harvey D.;2010;A Companion to Marx's Capital;Verso;;;Book Lenin V.I.;1976a;Conspectus of Hegel's B
T00578,2024_Savran_Tonak_Tracks_Marx_Capital,table_01_transfer_public_land_to_capitalist_firms.csv,185,5,Category;The State;Capitalist Developer;Society Wealth;Land ($500);Money ($100);$600 Wealth II;Money ($100);Land ($500);$600 Change in wealth;$100 - $
T00579,2024_Savran_Tonak_Tracks_Marx_Capital,table_02_capitalist_development_land.csv,175,3,Component;Land;Other Material;Total Material (C);Labor (V);Surplus Value (S);Profit-on-alienation (π);Total Profit;Market Value Value;$100;$500;$600;$
T00580,2024_Savran_Tonak_Tracks_Marx_Capital,table_03_profiting_from_lending_to_workers.csv,833,26,"Stage;Production Sector;Banking Sector I - No Loans;""S = Capitalists' income = Profit_p = $400 V = Workers' income I = Wages = $300 Aggregate profit ="
T00581,2024_Savran_Tonak_Tracks_Marx_Capital,table_04_market_price.csv,352,14,Year;House price index;Market price MP (TL);Potential market revenue (billion TL) 2010;48.1;135.78;0.97 2011;51.2;144.73;1.42 2012;56.4;159.51;2.51 20
T00582,2024_Savran_Tonak_Tracks_Marx_Capital,table_05_public_prices.csv,382,14,Year;Area sold (million metres square);Total revenue (billion TL in current prices);Public price per square metre PP (TL) 2010;7.13;0.13;19.07 2011;8.
T00583,2024_Savran_Tonak_Tracks_Marx_Capital,table_06_profit_upon_alienation_real_estate.csv,279,14,Year;Potential profit upon alienation (billion TL);Potential profit upon alienation (billion $) 2010;0.83;0.55 2011;1.20;0.72 2012;1.95;1.09 2013;1.19
T00584,2024_Savran_Tonak_Tracks_Marx_Capital,table_07_interest_income_loans_worker_households.csv,453,14,Year;Interest income on consumer loans (including mortgages in billion TL);Interest income on credit cards (in billion TL);Interest income on loans to
T00585,2024_Savran_Tonak_Tracks_Marx_Capital,table_08_profit_upon_alienation_finance.csv,366,13,Year;Interest income to interest expense ratio;Profit upon alienation (billion TL);Profit upon alienation (billion $) 2010;1.87;6.45;4.30 2011;1.72;6.
T00586,2024_Savran_Tonak_Tracks_Marx_Capital,table_09_relative_size_of_poa.csv,370,13,Year;Total corporate sector profits (billion $);Total potential POA (billion $);POA as a share of total profits (%) 2010;76.49;4.85;6.34 2011;43.47;6.
T00587,2024_Savran_Tonak_Tracks_Marx_Capital,table_01_state_taxes_expenditures_classification.csv,1568,29,Category;Subcategory;Item;Labour_Share;Tax_Category;Tax_Item;Tax_Labour_Share B1;Public_Expenditure;General public services;0;T1;Social security premi
T00588,2024_Savran_Tonak_Tracks_Marx_Capital,table_02_benefits_taxes_workers_turkey_1980_2019.csv,948,41,Year;Labour_Benefit_Ratio_Pct_GDP;Labour_Tax_Ratio_Pct_GDP;Net_Social_Wage_Ratio_Pct_GDP 1980;5.77;6.19;-0.42 1981;5.19;5.85;-0.66 1982;5.00;5.35;-0.3
T00589,2024_Savran_Tonak_Tracks_Marx_Capital,table_02_continuation_labour_ratios.csv,114,4,Years;Labour benefit ratio;Labour tax ratio;Net social wage ratio 2019;14.84;14.99;-0.15 Average;9.95;11.08;-1.13 
T00590,2024_Savran_Tonak_Tracks_Marx_Capital,table_01_US_conventional_top10_sectors.csv,507,22,Year;Rank;Sector;CB_Value 1995;1;Health;38.91 1995;2;Finance;23.73 1995;3;Trade;21.32 1995;4;Public Administration;14.23 1995;5;Motor Vehicles;13.52 1
T00591,2024_Savran_Tonak_Tracks_Marx_Capital,table_02_US_marxian_top10_sectors.csv,478,22,Year;Rank;Sector;CB_Value 1995;1;Health;66.21 1995;2;Trade;15.92 1995;3;Motor Vehicles;15.46 1995;4;Construction;12.93 1995;5;Food;9.64 1995;6;Hotels-
T00592,2024_Savran_Tonak_Tracks_Marx_Capital,table_03_Germany_conventional_top10_sectors.csv,500,22,Year;Rank;Sector;CB_Value 1995;1;Motor Vehicles;17.6 1995;2;Food;11.54 1995;3;Trade;7.87 1995;4;Construction;7.52 1995;5;Machine;6.54 1995;6;Health;5.
T00593,2024_Savran_Tonak_Tracks_Marx_Capital,table_04_Germany_marxian_top10_sectors.csv,552,24,Year;Rank;Sector;CB_Value 1995;1;Motor Vehicles;21.52 1995;2;Food;13.85 1995;3;Construction;8.22 1995;4;Machine;7.69 1995;5;Transportation;7.69 1995;6
T00594,2024_Savran_Tonak_Tracks_Marx_Capital,table_05_Spain_conventional_top10_sectors.csv,521,22,Year;Rank;Sector;CB_Value 1995;1;Construction;30.56 1995;2;Food;21.09 1995;3;Motor Vehicles;18.06 1995;4;Trade;16.64 1995;5;Hotels-Restaurant;15.33 19
T00595,2024_Savran_Tonak_Tracks_Marx_Capital,table_06_spain_central_sectors_ranking.csv,391,12,Sector_1995;Value_1995;Sector_2005;Value_2005 Construction;62.88;Construction;155.63 Food;23.50;Food;23.90 Motor Vehicles;21.21;Transportation;23.78 T
T00596,2024_Savran_Tonak_Tracks_Marx_Capital,table_14-1_comparative_rates_surplus_value.csv,965,24,Region;Country;Study;Year_Start;Rate_Start;Year_End;Rate_End North;USA;Shaikh and Tonak (1994);1948;170%;1989;244% North;USA;Mohun (2005);1980;200%;20
T00597,2024_Savran_Tonak_Tracks_Marx_Capital,table_1_comparative_rates_surplus_value.csv,1656,23,Region;Country;Study;Year_Start;Rate_Start;Year_End;Rate_End;Additional_Notes North;USA;Shaikh and Tonak (1994);1948;170%;1989;244%; North;USA;Mohun (
T00598,2024_Savran_Tonak_Tracks_Marx_Capital,table_01.md,1550,30,# Table 1: The Wolfstetter Condition for Negative Values  **Location:** Page 402  **Table Type:** Production processes comparison table  ## Table Cont
T00599,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] table_selection_integrity.json,35352,1111,"{   ""groups"": [     {       ""page"": ""001"";       ""candidates"": [         {           ""file"": ""D:\\Arcanum\\Projects\\Shaikh Tonak\\TonakMoos\\[2017] M"
T00600,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_001_table_01_pdfplumber_strategy_2.csv,1760,36,"""Moos; Katherine A."";;;;; ;;;;; Working Paper;;;;; ;;;;; Neoliberal redistributive policy: T;he U.;S. net s;ocia;l wag;e in ;;;;; the 21st century;;;;"
T00601,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_002_table_01_pdfplumber_strategy_2.csv,60,10,"by """" therine A. Mo """" king Paper 201 """" OF MASS """" AMHERST "
T00602,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_003_table_01_pdfplumber_strategy_2.csv,1163,28,"KatherineA.Moos1 ""AssistantProfessorofEconomics;UniversityofMassachusettsAmherst"" """" ""September18;2017"" """" Abstract """" ""Inthispaper;Iexaminethetrendso"
T00603,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_004_table_01_pymupdf_text_analysis.csv,173,3,"""workers; favoring corporations over households."";1;But how does the political economy minus labor taxes.;2;""Shaikh and Tonak found that between 1952 "
T00604,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_005_table_01_pymupdf_text_analysis.csv,275,4,"""(Blyth 2002; 173)."";3;""According to Reagan and his supporters; social programs created in"" ""ments; which cannot operate at a deﬁcit."";4;""By Reagan’s "
T00605,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_006_table_01_pymupdf_text_analysis.csv,69,3,TotalLaborBenefits;=;E;1 +;E;2;⇤;LS TotalLaborTaxes;=;T;1 +;T;2;⇤;LS 
T00606,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_007_table_01_pymupdf_text_analysis.csv,155,3,"1999.;7;""As illustrated by Figure 1; the NSW follows the same pattern in both sets of data."" 7;""See “A Guide to the NIPAs."""""";http://www.ciser.cornell"
T00607,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_008_table_01_pdfplumber_strategy_2.csv,395,18,;Authors;Min;Median;Mean;Max ;;;;; ;ShaikhandTonak;-0.021;-0.002;-0.000;0.029 ;;;;; ;Moos;-0.012;0.01;0.011;0.037 ;;;;; Com;parisonofSummary;Statistic
T00608,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_009_table_01_pymupdf_text_analysis.csv,172,3,Figure 3 compares the share of the major components of labor beneﬁts.;8;The share that component of the net social wage in terms of GDP.;9;The growing
T00609,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_010_table_01_pdfplumber_strategy_2.csv,1331,21,"""ing to the net social wage data; we will analyze the programs designed to support these"" twogroups.10 """" 4.1.1 SupportforSeniors """" In order to under"
T00610,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_012_table_01_pdfplumber_strategy_2.csv,1386,23,"tocloseto800billionin2010.; ""The growth of old-age spending is not surprising. As life expectancy increases;"";the ""olderpopulationgrows;andsowillspend"
T00611,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_013_table_01_pdfplumber_strategy_2.csv,1467,21,ofincomesupportforlow-incomehouseholdshaveincreasedasashareofGDPsteadily sincethemid-1960sand1970swhentheprogramswereexpandedandcreated. Medicare and 
T00612,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_014_table_01_pdfplumber_strategy_2.csv,1364,22,"federalfundstostateswhichprovidehealthinsurancecoverageforlow-incomechildren. """" Figure6: MajorLow-IncomePrograms/GDP """" 4.1.3 TaxExpendituresandRefun"
T00613,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_016_table_01_pdfplumber_strategy_2.csv,3270,41,"WhiletheEconomicGrowthandTaxReliefandReconciliationActof2001(EGTRRA) ""isoftenassociatedwithitsreductionsincapitalgains;estate;andgifttaxesforthewealth"
T00614,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_017_table_01_pdfplumber_strategy_2.csv,1348,22,"""credits; on the other hand; are paid to tax filers that have no tax liability as a tax refund."" This type of tax spending tends to quell critics of t"
T00615,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_018_table_01_pdfplumber_strategy_2.csv,3475,42,"""ance for elderly and low-income populations; Medicare and Medicaid; respectively; are"" ""large components of the spending on income support. In fact; "
T00616,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_019_table_01_pdfplumber_strategy_2.csv,3262,42,"ousreformssuchas: increasedspendingonprimarycare(andtheeliminationofco-pays ""for preventive services; including immunization) for Medicare and Medicai"
T00617,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_020_table_01_pdfplumber_strategy_2.csv,1312,20,benefitsandtaxationdeviatefromoneanotherinthe21stcentury. OneplausibleexplanationisthattheGreatRecessionwasunlikeotherperiodsofeco- nomic crisis in th
T00618,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_021_table_01_pdfplumber_strategy_2.csv,1392,22,"""relationshipisnotconsistentthroughouttheperiodofstudy. In1983and2010;theunem-"" ""ploymentlevelreachedahighof9.6percent;however;thesameunemploymentrate"
T00619,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_022_table_01_pdfplumber_strategy_2.csv,1401,20,"4.2.2 JoblessRecoveryandtheNetSocialWage """" TheeffectivenessandresponsivenessoftheU.S.safetynethasbeentestedduetotheGreat ""Recession. Automaticstabili"
T00620,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_023_table_01_pymupdf_text_analysis.csv,296,7,Variable;1983;2010 Ofﬁcial Unemployment Rate;9.6;9.6 Unemployment Intensity Measure;18.95;31.46 NSW/GDP;2.1;8.6 do not have meaningful access to the m
T00621,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_024_table_01_pdfplumber_strategy_2.csv,3291,43,"""10percentofearnerstookin50percentofallincome;whereasthetop1percentofincome"" earners gained 12.6 percent of all income (6). During Bill Clinton and Ge"
T00622,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_025_table_01_pdfplumber_strategy_2.csv,1502,22,ofthelaborsharedoesnotchangeourobservationsaboutthenetsocialwagedatainthis time period. While there are slight variations between the NSW/GDP series e
T00623,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_027_table_01_pymupdf_text_analysis.csv,273,4,"""2004; 245; Pierson 1996; 147)."";19;Another argument is that instead of cutting programs out- neoliberal ﬁscal policy appears;more;redistributive to w"
T00624,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_028_table_01_pdfplumber_strategy_2.csv,3223,42,need to think about the specific role that fiscal policy plays by redistributing resources betweenandamongclasses. We can understand the positive net 
T00625,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_029_table_01_pymupdf_text_analysis.csv,190,3,"working in low-wage jobs.;22;""They write; “In general; national social safety nets provide"" ""dency"""" on the state."";24;""The implicit claim is that as "
T00626,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_030_table_01_pdfplumber_strategy_2.csv,3257,41,"""of state redistribution; especially tax expenditures. Just as workers in low-wage jobs re-"" ""quire subsidies to make ends meet; the middle class is a"
T00627,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_031_table_01_pdfplumber_strategy_2.csv,2978,41,"""hand; the net social wage data demonstrates that this aspect of the neoliberal SSA is not"" ""less expensive for the state; but actually requires great"
T00628,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_032_table_01_pymupdf_text_analysis.csv,391,6,"Run of History’.’ In:;Journal of Economic Literature;""49.1 (2011); pp. 3–71."" Baumol’s cost disease? Evidence from the 50 states”. In:;Journal of Heal"
T00629,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_033_table_01_pdfplumber_strategy_2.csv,1732,40,"""OECD Publishing; 2005. Chap. 3: Increasing Financial Incentives to"";Work: The Role of In-WorkBenefits.; ; ""Esping-Andersen; Gøsta. The Three Worlds o"
T00630,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_034_table_01_pdfplumber_strategy_2.csv,1849,40,"TaxCuts.”CenteronBudgetandPolicyPriorities. Jan. 2013;.;; ;;; ""Hungerfold;ThomasL.andRebeccaThiess. “TheEarne"";dIncomeTa;cCreditandT;he ""Child Tax Cre"
T00631,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_035_table_01_pdfplumber_strategy_2.csv,1646,36,"""Shaikh;Anwar. “Wages;UnemploymentandSocialStructure: ANewPhillipsCurve”."" Global LocalEconomicReview17.2(2013). """" ""Shaikh; Anwar. “Who Pays for the "
T00632,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_001_table_01_pdfplumber_strategy_2.csv,1760,36,"""Moos; Katherine A."";;;;; ;;;;; Working Paper;;;;; ;;;;; Neoliberal redistributive policy: T;he U.;S. net s;ocia;l wag;e in ;;;;; the 21st century;;;;"
T00633,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_002_table_01_pdfplumber_strategy_2.csv,60,10,"by """" therine A. Mo """" king Paper 201 """" OF MASS """" AMHERST "
T00634,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_003_table_01_pdfplumber_strategy_2.csv,1163,28,"KatherineA.Moos1 ""AssistantProfessorofEconomics;UniversityofMassachusettsAmherst"" """" ""September18;2017"" """" Abstract """" ""Inthispaper;Iexaminethetrendso"
T00635,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_004_table_01_pdfplumber_strategy_2.csv,3339,44,"1 Introduction """" The United States is not known for an unwavering commitment to redistributive social ""spending. Considered the prototypical liberal "
T00636,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_004_table_01_pymupdf_text_analysis.csv,173,3,"""workers; favoring corporations over households."";1;But how does the political economy minus labor taxes.;2;""Shaikh and Tonak found that between 1952 "
T00637,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_005_table_01_pdfplumber_strategy_2.csv,3837,46,"""(Blyth 2002; 173).3 According to Reagan and his supporters; social programs created in"" the1930sundertheNewDealorinthe1960sand1970saspartoftheGreatSo"
T00638,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_005_table_01_pymupdf_text_analysis.csv,275,4,"""(Blyth 2002; 173)."";3;""According to Reagan and his supporters; social programs created in"" ""ments; which cannot operate at a deﬁcit."";4;""By Reagan’s "
T00639,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_006_table_01_pdfplumber_strategy_2.csv,2611,46,"derstand how the deviation in the net social wage data is affected by social spending on ""incomesupport;whichiscloselytiedtotaxpolicyandhealthcareinfl"
T00640,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_006_table_01_pymupdf_text_analysis.csv,69,3,TotalLaborBenefits;=;E;1 +;E;2;⇤;LS TotalLaborTaxes;=;T;1 +;T;2;⇤;LS 
T00641,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_007_table_01_pdfplumber_strategy_2.csv,2783,39,"""consideredtobenefitbothlaborandcapital;suchaseducation;health;recreation;natural"" ""resources; energy; and transportation. Shaikh and Tonak (2000) mul"
T00642,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_007_table_01_pymupdf_text_analysis.csv,155,3,"1999.;7;""As illustrated by Figure 1; the NSW follows the same pattern in both sets of data."" 7;""See “A Guide to the NIPAs."""""";http://www.ciser.cornell"
T00643,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_008_table_01_pdfplumber_strategy_1.csv,99,4,Authors;Min;Median;Mean;Max ShaikhandTonak;-0.021;-0.002;-0.000;0.029 Moos;-0.012;0.01;0.011;0.037 
T00644,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_008_table_01_pdfplumber_strategy_2.csv,395,18,;Authors;Min;Median;Mean;Max ;;;;; ;ShaikhandTonak;-0.021;-0.002;-0.000;0.029 ;;;;; ;Moos;-0.012;0.01;0.011;0.037 ;;;;; Com;parisonofSummary;Statistic
T00645,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_008_table_01_pymupdf_text_analysis.csv,281,9,Authors;Min;Median;Mean;Max Shaikh and Tonak;-0.021;-0.002;-0.000;0.029 Moos;-0.012;0.01;0.011;0.037 Variable;Min;Median;Mean;Max NSW;-13.18;54.87;212
T00646,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_008_table_02_pdfplumber_strategy_1.csv,176,6,Variable;Min;Median;Mean;Max NSW;-13.18;54.87;212.60;1288.00 RealNSW(2010dollars);-76.48;119.40;255.10;1288.00 NSW/GDP;-0.012;0.013;0.020;0.086 NSW/EC
T00647,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_009_table_01_pdfplumber_strategy_2.csv,2984,43,"4 The Net Social Wage in the 21st Century """" TherevisedandextendeddataoffersnewcomplexitytoourunderstandingoftheU.S.net ""socialwage. InFigure1;weseeth"
T00648,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_009_table_01_pymupdf_text_analysis.csv,172,3,Figure 3 compares the share of the major components of labor beneﬁts.;8;The share that component of the net social wage in terms of GDP.;9;The growing
T00649,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_010_table_01_pdfplumber_strategy_2.csv,1331,21,"""ing to the net social wage data; we will analyze the programs designed to support these"" twogroups.10 """" 4.1.1 SupportforSeniors """" In order to under"
T00650,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_012_table_01_pdfplumber_strategy_2.csv,1386,23,"tocloseto800billionin2010.; ""The growth of old-age spending is not surprising. As life expectancy increases;"";the ""olderpopulationgrows;andsowillspend"
T00651,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_013_table_01_pdfplumber_strategy_2.csv,1467,21,ofincomesupportforlow-incomehouseholdshaveincreasedasashareofGDPsteadily sincethemid-1960sand1970swhentheprogramswereexpandedandcreated. Medicare and 
T00652,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_014_table_01_pdfplumber_strategy_2.csv,1364,22,"federalfundstostateswhichprovidehealthinsurancecoverageforlow-incomechildren. """" Figure6: MajorLow-IncomePrograms/GDP """" 4.1.3 TaxExpendituresandRefun"
T00653,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_016_table_01_pdfplumber_strategy_2.csv,3270,41,"WhiletheEconomicGrowthandTaxReliefandReconciliationActof2001(EGTRRA) ""isoftenassociatedwithitsreductionsincapitalgains;estate;andgifttaxesforthewealth"
T00654,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_017_table_01_pdfplumber_strategy_2.csv,1348,22,"""credits; on the other hand; are paid to tax filers that have no tax liability as a tax refund."" This type of tax spending tends to quell critics of t"
T00655,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_018_table_01_pdfplumber_strategy_2.csv,3475,42,"""ance for elderly and low-income populations; Medicare and Medicaid; respectively; are"" ""large components of the spending on income support. In fact; "
T00656,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_019_table_01_pdfplumber_strategy_2.csv,3262,42,"ousreformssuchas: increasedspendingonprimarycare(andtheeliminationofco-pays ""for preventive services; including immunization) for Medicare and Medicai"
T00657,TM_[2017] Moos - Neoliberal Distributive Policy US Net Social Wage in the 21st Century,[2025.10.02] page_020_table_01_pdfplumber_strategy_2.csv,1312,20,benefitsandtaxationdeviatefromoneanotherinthe21stcentury. OneplausibleexplanationisthattheGreatRecessionwasunlikeotherperiodsofeco- nomic crisis in th
